pair_ID,entailment_judgment,relatedness_score
1855,NEUTRAL,3.2
1856,NEUTRAL,4.0
1857,NEUTRAL,3.4
1858,NEUTRAL,4.0
1859,ENTAILMENT,4.6
1860,NEUTRAL,3.6
1862,ENTAILMENT,5.0
1863,CONTRADICTION,3.7
1864,ENTAILMENT,2.865
1865,CONTRADICTION,3.8
1867,NEUTRAL,2.6
1868,CONTRADICTION,4.4
1870,NEUTRAL,3.1
1871,CONTRADICTION,4.4
1872,ENTAILMENT,4.8
1875,ENTAILMENT,4.8
1880,ENTAILMENT,2.7
1883,ENTAILMENT,3.0
1885,ENTAILMENT,4.9
1889,NEUTRAL,3.3
1890,ENTAILMENT,2.5
1891,NEUTRAL,4.2
1893,NEUTRAL,2.6
1895,NEUTRAL,3.2
1896,NEUTRAL,3.9
1899,NEUTRAL,3.6
1901,CONTRADICTION,3.5
1902,NEUTRAL,3.1
1903,NEUTRAL,1.0
1905,NEUTRAL,1.0
1906,NEUTRAL,1.1
1911,NEUTRAL,1.75
1913,CONTRADICTION,4.2
1914,NEUTRAL,3.4
1915,NEUTRAL,1.2
1916,NEUTRAL,1.7
1917,NEUTRAL,1.9
1920,NEUTRAL,1.6
1922,ENTAILMENT,4.8
1923,NEUTRAL,3.2
1924,NEUTRAL,3.4
1925,ENTAILMENT,5.0
1926,CONTRADICTION,3.6
1928,NEUTRAL,1.0
1929,NEUTRAL,1.0
1930,NEUTRAL,1.0
1931,NEUTRAL,1.0
1932,NEUTRAL,1.0
1933,NEUTRAL,1.0
1937,ENTAILMENT,4.3
1938,NEUTRAL,3.5
1941,NEUTRAL,1.0
1945,CONTRADICTION,4.0
1947,NEUTRAL,3.8
1950,NEUTRAL,1.4
1951,CONTRADICTION,1.4
1953,ENTAILMENT,4.6
1956,ENTAILMENT,4.9
1957,ENTAILMENT,2.8
1958,NEUTRAL,1.0
1959,NEUTRAL,1.0
1960,NEUTRAL,1.0
1962,NEUTRAL,1.0
1965,CONTRADICTION,3.9
1966,NEUTRAL,2.1
1968,CONTRADICTION,3.8
1971,NEUTRAL,2.9
1973,ENTAILMENT,4.4
1976,ENTAILMENT,4.7
1977,ENTAILMENT,4.2
1979,ENTAILMENT,2.8
1980,ENTAILMENT,4.9
1982,NEUTRAL,1.0
1983,NEUTRAL,1.0
1985,NEUTRAL,1.0
1986,NEUTRAL,1.0
1990,NEUTRAL,2.8
1995,NEUTRAL,3.0
1997,NEUTRAL,3.4
1998,NEUTRAL,3.4
2002,ENTAILMENT,4.4
2003,NEUTRAL,3.7
2010,NEUTRAL,2.4
2013,NEUTRAL,2.1
2017,ENTAILMENT,5.0
2021,NEUTRAL,2.0
2022,NEUTRAL,1.5
2026,NEUTRAL,2.7
2028,NEUTRAL,3.1
2031,CONTRADICTION,4.0
2032,CONTRADICTION,3.3
2033,NEUTRAL,3.2
2034,NEUTRAL,2.7
2036,NEUTRAL,3.8
2039,NEUTRAL,4.1
2042,NEUTRAL,3.7
2043,ENTAILMENT,5.0
2044,CONTRADICTION,3.5
2046,NEUTRAL,1.0
2048,NEUTRAL,1.0
2050,NEUTRAL,1.4
2053,NEUTRAL,4.8
2054,NEUTRAL,3.25
2057,CONTRADICTION,3.1
2060,ENTAILMENT,4.9
2062,ENTAILMENT,3.4
2063,NEUTRAL,4.8
2065,CONTRADICTION,3.1
2069,NEUTRAL,3.9
2071,ENTAILMENT,3.9
2074,ENTAILMENT,4.1
2077,NEUTRAL,3.6
2083,NEUTRAL,2.6
2085,NEUTRAL,2.8
2093,ENTAILMENT,4.2
2095,NEUTRAL,1.0
2099,NEUTRAL,1.6
2101,ENTAILMENT,4.2
2106,ENTAILMENT,3.6
2108,NEUTRAL,1.5
2110,NEUTRAL,1.1
2111,NEUTRAL,1.1
2114,NEUTRAL,4.2
2116,ENTAILMENT,3.7
2120,ENTAILMENT,4.4
2126,NEUTRAL,4.3
2127,ENTAILMENT,4.7
2128,CONTRADICTION,3.8
2129,ENTAILMENT,5.0
2131,NEUTRAL,4.2
2133,NEUTRAL,4.5
2134,CONTRADICTION,3.2
2135,NEUTRAL,4.1
2137,CONTRADICTION,2.8
2138,NEUTRAL,3.5
2140,CONTRADICTION,3.8
2142,NEUTRAL,3.1
2143,NEUTRAL,3.1
2147,NEUTRAL,2.2
2149,ENTAILMENT,4.7
2151,NEUTRAL,3.4
2152,ENTAILMENT,5.0
2154,ENTAILMENT,4.0
2155,NEUTRAL,3.8
2156,NEUTRAL,2.5
2158,NEUTRAL,3.2
2159,NEUTRAL,2.5
2160,NEUTRAL,2.7
2161,NEUTRAL,3.4
2168,ENTAILMENT,4.9
2169,NEUTRAL,4.05
2173,NEUTRAL,3.2
2174,ENTAILMENT,5.0
2177,CONTRADICTION,3.0
2178,ENTAILMENT,4.2
2182,ENTAILMENT,4.5
2185,CONTRADICTION,4.0
2186,ENTAILMENT,4.5
2187,CONTRADICTION,4.2
2189,ENTAILMENT,3.5
2190,ENTAILMENT,4.7
2191,ENTAILMENT,5.0
2193,NEUTRAL,3.3
2194,ENTAILMENT,4.4
2197,CONTRADICTION,3.1
2200,NEUTRAL,3.0
2201,ENTAILMENT,3.9
2204,NEUTRAL,3.5
2206,NEUTRAL,3.7
2209,NEUTRAL,3.7
2211,NEUTRAL,4.5
2214,NEUTRAL,4.4
2216,NEUTRAL,3.8
2219,CONTRADICTION,3.8
2220,ENTAILMENT,4.4
2223,NEUTRAL,3.4
2224,NEUTRAL,2.6
2225,ENTAILMENT,4.1
2227,CONTRADICTION,3.0
2230,ENTAILMENT,4.2
2237,ENTAILMENT,4.5
2241,NEUTRAL,3.75
2244,NEUTRAL,3.2
2245,ENTAILMENT,3.8
2246,ENTAILMENT,4.6
2248,ENTAILMENT,5.0
2249,CONTRADICTION,3.9
2254,ENTAILMENT,4.8
2255,ENTAILMENT,4.6
2256,NEUTRAL,3.1
2257,ENTAILMENT,4.7
2258,CONTRADICTION,4.1
2262,NEUTRAL,2.8
2265,CONTRADICTION,4.0
2267,CONTRADICTION,3.6
2268,ENTAILMENT,3.9
2269,CONTRADICTION,3.6
2270,ENTAILMENT,4.1
2271,CONTRADICTION,3.7
2273,ENTAILMENT,5.0
2276,NEUTRAL,3.0
2278,ENTAILMENT,3.2
2279,ENTAILMENT,3.1
2280,NEUTRAL,3.1
2283,CONTRADICTION,4.2
2285,CONTRADICTION,4.0
2290,ENTAILMENT,5.0
2292,CONTRADICTION,3.3
2293,ENTAILMENT,4.3
2294,NEUTRAL,3.5
2295,ENTAILMENT,4.1
2296,NEUTRAL,3.435
2298,CONTRADICTION,3.9
2300,ENTAILMENT,4.7
2301,NEUTRAL,3.6
2306,NEUTRAL,3.5
2312,NEUTRAL,4.3
2313,CONTRADICTION,3.0
2320,NEUTRAL,3.55
2321,ENTAILMENT,4.265
2323,NEUTRAL,3.6
2324,NEUTRAL,3.4
2325,ENTAILMENT,4.9
2326,CONTRADICTION,3.3
2328,ENTAILMENT,4.8
2331,ENTAILMENT,4.8
2335,ENTAILMENT,4.8
2336,CONTRADICTION,3.2
2337,ENTAILMENT,5.0
2342,NEUTRAL,3.3
2343,NEUTRAL,4.3
2345,ENTAILMENT,4.4
2346,ENTAILMENT,5.0
2347,NEUTRAL,3.9
2349,ENTAILMENT,4.8
2353,NEUTRAL,3.6
2354,NEUTRAL,2.4
2355,NEUTRAL,2.2
2356,NEUTRAL,3.7
2357,NEUTRAL,4.8
2361,CONTRADICTION,3.1
2367,ENTAILMENT,4.1
2370,ENTAILMENT,4.9
2371,CONTRADICTION,4.2
2372,ENTAILMENT,4.3
2373,CONTRADICTION,3.8
2376,ENTAILMENT,4.6
2378,NEUTRAL,3.4
2379,ENTAILMENT,5.0
2380,CONTRADICTION,3.5
2382,CONTRADICTION,2.7
2384,NEUTRAL,2.5
2387,NEUTRAL,4.1
2389,ENTAILMENT,4.3
2390,CONTRADICTION,2.9
2393,NEUTRAL,4.3
2394,NEUTRAL,3.6
2395,NEUTRAL,3.8
2396,ENTAILMENT,5.0
2398,CONTRADICTION,3.4
2399,ENTAILMENT,4.7
2403,ENTAILMENT,4.4
2406,NEUTRAL,5.0
2408,ENTAILMENT,4.8
2411,NEUTRAL,1.6
2412,NEUTRAL,2.2
2416,CONTRADICTION,3.9
2417,ENTAILMENT,4.5
2418,ENTAILMENT,4.7
2419,CONTRADICTION,3.7
2420,NEUTRAL,4.3
2421,NEUTRAL,3.6
2424,NEUTRAL,4.0
2425,NEUTRAL,4.25
2427,NEUTRAL,2.4
2428,ENTAILMENT,4.7
2432,NEUTRAL,3.3
2433,NEUTRAL,2.7
2434,NEUTRAL,4.5
2435,ENTAILMENT,4.7
2437,ENTAILMENT,4.3
2439,CONTRADICTION,2.9
2442,ENTAILMENT,4.2
2443,NEUTRAL,1.5
2444,ENTAILMENT,3.5
2446,ENTAILMENT,4.5
2448,ENTAILMENT,2.9
2449,NEUTRAL,4.8
2451,NEUTRAL,2.1
2452,NEUTRAL,4.8
2453,ENTAILMENT,3.7
2454,ENTAILMENT,2.1
2460,NEUTRAL,3.0
2461,ENTAILMENT,4.3
2462,CONTRADICTION,3.8
2463,ENTAILMENT,4.2
2464,NEUTRAL,3.2
2468,ENTAILMENT,4.6
2469,NEUTRAL,3.8
2470,ENTAILMENT,4.9
2471,NEUTRAL,3.9
2473,NEUTRAL,2.3
2475,NEUTRAL,2.1
2477,ENTAILMENT,4.3
2478,NEUTRAL,4.1
2479,ENTAILMENT,4.9
2480,CONTRADICTION,3.2
2481,ENTAILMENT,3.0
2482,NEUTRAL,3.2
2483,NEUTRAL,2.4
2484,NEUTRAL,2.0
2487,NEUTRAL,3.3
2489,CONTRADICTION,3.3
2490,NEUTRAL,2.7
2492,NEUTRAL,2.3
2493,NEUTRAL,2.8
2498,ENTAILMENT,4.9
2501,NEUTRAL,1.3
2502,NEUTRAL,1.6
2503,NEUTRAL,1.0
2504,NEUTRAL,1.0
2507,CONTRADICTION,3.7
2511,NEUTRAL,4.1
2512,NEUTRAL,3.7
2513,NEUTRAL,4.335
2516,NEUTRAL,4.4
2517,ENTAILMENT,4.465
2519,ENTAILMENT,4.8
2520,CONTRADICTION,3.6
2522,NEUTRAL,4.1
2523,CONTRADICTION,4.4
2524,NEUTRAL,2.9
2526,NEUTRAL,4.1
2528,ENTAILMENT,4.6
2531,NEUTRAL,2.7
2532,ENTAILMENT,4.6
2533,NEUTRAL,3.8
2534,ENTAILMENT,4.7
2536,ENTAILMENT,4.4
2537,ENTAILMENT,4.8
2541,ENTAILMENT,3.8
2542,CONTRADICTION,3.7
2546,ENTAILMENT,4.4
2547,CONTRADICTION,2.8
2548,ENTAILMENT,4.9
2550,ENTAILMENT,4.5
2552,ENTAILMENT,4.4
2556,NEUTRAL,3.4
2558,NEUTRAL,3.4
2559,ENTAILMENT,4.0
2560,NEUTRAL,3.2
2562,NEUTRAL,3.1
2563,ENTAILMENT,4.6
2564,NEUTRAL,4.3
2565,CONTRADICTION,3.8
2567,NEUTRAL,2.8
2568,NEUTRAL,2.9
2570,NEUTRAL,2.4
2571,NEUTRAL,2.9
2573,ENTAILMENT,4.9
2575,ENTAILMENT,5.0
2576,CONTRADICTION,3.4
2580,CONTRADICTION,4.2
2581,ENTAILMENT,4.4
2584,ENTAILMENT,4.7
2585,CONTRADICTION,4.1
2586,ENTAILMENT,4.7
2587,NEUTRAL,4.1
2595,ENTAILMENT,5.0
2598,NEUTRAL,4.2
2600,NEUTRAL,3.7
2603,CONTRADICTION,3.9
2605,CONTRADICTION,4.0
2607,NEUTRAL,4.2
2609,NEUTRAL,3.4
2610,NEUTRAL,4.6
2611,CONTRADICTION,2.5
2612,NEUTRAL,4.4
2613,ENTAILMENT,4.6
2614,CONTRADICTION,3.5
2616,NEUTRAL,3.2
2617,NEUTRAL,4.7
2618,NEUTRAL,3.0
2620,CONTRADICTION,3.2
2621,NEUTRAL,4.6
2624,NEUTRAL,3.9
2629,ENTAILMENT,4.9
2631,ENTAILMENT,4.5
2633,ENTAILMENT,4.6
2635,ENTAILMENT,4.7
2639,NEUTRAL,3.1
2641,ENTAILMENT,4.4
2642,NEUTRAL,2.3
2644,ENTAILMENT,5.0
2645,CONTRADICTION,3.7
2646,ENTAILMENT,4.9
2647,CONTRADICTION,4.3
2648,NEUTRAL,2.3
2649,NEUTRAL,3.4
2652,NEUTRAL,3.0
2653,ENTAILMENT,4.9
2658,NEUTRAL,3.2
2659,CONTRADICTION,1.9
2661,NEUTRAL,1.865
2663,NEUTRAL,1.9
2665,NEUTRAL,3.0
2667,CONTRADICTION,3.8
2669,NEUTRAL,3.7
2671,NEUTRAL,3.5
2674,NEUTRAL,4.1
2676,NEUTRAL,3.6
2677,NEUTRAL,3.0
2681,ENTAILMENT,4.2
2683,ENTAILMENT,4.2
2685,CONTRADICTION,3.7
2686,ENTAILMENT,4.9
2690,NEUTRAL,2.8
2693,ENTAILMENT,4.7
2694,CONTRADICTION,3.2
2695,ENTAILMENT,4.5
2697,ENTAILMENT,4.3
2698,CONTRADICTION,4.3
2699,ENTAILMENT,4.3
2700,NEUTRAL,3.3
2706,ENTAILMENT,4.4
2717,NEUTRAL,3.4
2719,NEUTRAL,3.5
2723,CONTRADICTION,3.2
2725,NEUTRAL,3.565
2727,NEUTRAL,2.6
2729,NEUTRAL,1.6
2732,NEUTRAL,1.9
2733,ENTAILMENT,4.9
2736,CONTRADICTION,3.2
2737,NEUTRAL,3.4
2740,NEUTRAL,2.6
2742,ENTAILMENT,4.9
2743,CONTRADICTION,3.8
2745,NEUTRAL,3.6
2746,ENTAILMENT,4.4
2747,NEUTRAL,2.8
2749,CONTRADICTION,3.6
2750,ENTAILMENT,4.7
2753,NEUTRAL,4.7
2759,ENTAILMENT,4.165
2760,ENTAILMENT,4.0
2762,NEUTRAL,4.8
2767,NEUTRAL,3.0
2769,ENTAILMENT,4.9
2771,ENTAILMENT,3.515
2773,NEUTRAL,3.2
2780,ENTAILMENT,4.9
2781,NEUTRAL,3.8
2782,ENTAILMENT,4.8
2785,CONTRADICTION,2.6
2786,ENTAILMENT,4.5
2790,CONTRADICTION,4.4
2793,ENTAILMENT,4.4
2794,NEUTRAL,2.8
2796,NEUTRAL,3.6
2798,ENTAILMENT,4.5
2801,CONTRADICTION,3.335
2804,NEUTRAL,2.3
2805,NEUTRAL,1.6
2806,NEUTRAL,1.9
2808,NEUTRAL,3.8
2810,NEUTRAL,3.9
2814,NEUTRAL,2.7
2816,ENTAILMENT,4.7
2819,ENTAILMENT,4.5
2820,NEUTRAL,3.9
2823,NEUTRAL,2.2
2824,NEUTRAL,2.9
2825,NEUTRAL,2.4
2826,NEUTRAL,3.3
2830,CONTRADICTION,4.1
2831,ENTAILMENT,4.4
2832,NEUTRAL,3.8
2833,ENTAILMENT,4.4
2834,ENTAILMENT,3.3
2835,ENTAILMENT,4.1
2836,ENTAILMENT,4.5
2840,ENTAILMENT,4.1
2841,NEUTRAL,2.2
2843,CONTRADICTION,4.3
2846,CONTRADICTION,3.7
2847,ENTAILMENT,4.3
2848,CONTRADICTION,3.6
2849,ENTAILMENT,3.9
2852,CONTRADICTION,3.0
2855,CONTRADICTION,3.9
2858,NEUTRAL,4.4
2859,NEUTRAL,3.3
2866,ENTAILMENT,3.465
2869,ENTAILMENT,3.8
2871,NEUTRAL,4.1
2872,ENTAILMENT,4.5
2873,CONTRADICTION,4.4
2876,ENTAILMENT,4.8
2877,CONTRADICTION,3.4
2878,ENTAILMENT,4.5
2880,ENTAILMENT,4.8
2882,NEUTRAL,3.8
2884,CONTRADICTION,4.2
2885,ENTAILMENT,5.0
2887,ENTAILMENT,4.6
2888,NEUTRAL,3.2
2889,ENTAILMENT,5.0
2892,ENTAILMENT,4.9
2893,CONTRADICTION,4.0
2895,CONTRADICTION,4.2
2897,NEUTRAL,3.8
2901,ENTAILMENT,4.9
2902,NEUTRAL,2.6
2904,NEUTRAL,3.1
2906,NEUTRAL,2.5
2912,NEUTRAL,4.4
2914,NEUTRAL,4.1
2921,NEUTRAL,3.4
2922,NEUTRAL,3.1
2923,NEUTRAL,3.7
2925,NEUTRAL,3.8
2928,ENTAILMENT,4.7
2929,CONTRADICTION,3.7
2931,NEUTRAL,2.5
2934,NEUTRAL,3.4
2940,NEUTRAL,4.0
2942,NEUTRAL,2.8
2944,NEUTRAL,3.3
2946,ENTAILMENT,5.0
2947,CONTRADICTION,3.3
2948,ENTAILMENT,5.0
2949,CONTRADICTION,3.6
2950,ENTAILMENT,4.3
2953,ENTAILMENT,3.135
2954,ENTAILMENT,4.3
2962,NEUTRAL,4.2
2963,ENTAILMENT,4.5
2973,NEUTRAL,4.1
2975,ENTAILMENT,4.6
2978,ENTAILMENT,4.7
2979,CONTRADICTION,2.8
2982,NEUTRAL,3.8
2985,NEUTRAL,3.0
2986,NEUTRAL,4.6
2987,CONTRADICTION,3.7
2990,ENTAILMENT,3.9
2991,NEUTRAL,2.1
2993,ENTAILMENT,3.2
2999,NEUTRAL,3.6
3000,NEUTRAL,3.6
3001,NEUTRAL,2.9
3003,NEUTRAL,3.9
3004,ENTAILMENT,5.0
3006,ENTAILMENT,4.6
3008,ENTAILMENT,3.4
3009,ENTAILMENT,4.2
3011,NEUTRAL,4.4
3012,ENTAILMENT,4.0
3013,CONTRADICTION,3.3
3017,ENTAILMENT,4.6
3020,NEUTRAL,3.1
3021,NEUTRAL,3.6
3023,NEUTRAL,3.8
3025,CONTRADICTION,3.8
3026,NEUTRAL,4.7
3028,NEUTRAL,4.4
3029,CONTRADICTION,3.8
3030,NEUTRAL,4.1
3032,NEUTRAL,4.3
3034,CONTRADICTION,3.6
3035,ENTAILMENT,5.0
3037,ENTAILMENT,4.6
3040,CONTRADICTION,4.0
3044,ENTAILMENT,4.8
3045,CONTRADICTION,3.4
3048,NEUTRAL,4.0
3051,ENTAILMENT,5.0
3052,CONTRADICTION,3.2
3053,ENTAILMENT,5.0
3055,ENTAILMENT,5.0
3056,NEUTRAL,3.6
3057,ENTAILMENT,4.5
3058,CONTRADICTION,3.7
3060,ENTAILMENT,4.65
3063,ENTAILMENT,4.9
3064,CONTRADICTION,3.6
3066,CONTRADICTION,3.6
3067,ENTAILMENT,4.1
3070,ENTAILMENT,4.4
3074,CONTRADICTION,4.1
3075,ENTAILMENT,4.8
3076,ENTAILMENT,3.8
3077,ENTAILMENT,4.3
3078,CONTRADICTION,3.7
3080,ENTAILMENT,4.9
3082,ENTAILMENT,4.7
3083,CONTRADICTION,3.0
3084,NEUTRAL,2.9
3086,ENTAILMENT,3.0
3087,NEUTRAL,2.4
3088,NEUTRAL,2.8
3089,ENTAILMENT,4.1
3090,CONTRADICTION,3.6
3093,NEUTRAL,3.5
3095,NEUTRAL,2.9
3096,CONTRADICTION,2.935
3099,CONTRADICTION,3.1
3101,ENTAILMENT,5.0
3103,ENTAILMENT,4.7
3104,NEUTRAL,1.7
3106,CONTRADICTION,4.3
3108,ENTAILMENT,4.65
3109,ENTAILMENT,4.9
3112,NEUTRAL,3.2
3113,ENTAILMENT,4.4
3115,ENTAILMENT,4.55
3116,CONTRADICTION,3.3
3117,ENTAILMENT,4.7
3118,ENTAILMENT,4.6
3119,CONTRADICTION,3.5
3120,ENTAILMENT,4.9
3124,ENTAILMENT,4.3
3125,NEUTRAL,3.8
3127,ENTAILMENT,4.9
3128,NEUTRAL,3.0
3131,NEUTRAL,2.3
3133,NEUTRAL,2.5
3135,NEUTRAL,2.5
3136,NEUTRAL,4.365
3137,CONTRADICTION,4.265
3138,NEUTRAL,3.1
3139,ENTAILMENT,4.3
3141,NEUTRAL,3.2
3142,NEUTRAL,3.2
3144,NEUTRAL,3.4
3145,NEUTRAL,3.2
3146,NEUTRAL,3.8
3147,ENTAILMENT,4.5
3148,NEUTRAL,4.3
3149,ENTAILMENT,5.0
3151,ENTAILMENT,3.8
3152,CONTRADICTION,3.0
3154,NEUTRAL,3.5
3155,NEUTRAL,4.2
3159,CONTRADICTION,3.5
3160,NEUTRAL,3.4
3163,NEUTRAL,3.4
3167,ENTAILMENT,4.5
3168,NEUTRAL,3.1
3169,ENTAILMENT,5.0
3171,ENTAILMENT,4.7
3172,CONTRADICTION,3.6
3173,NEUTRAL,4.0
3175,NEUTRAL,4.2
3176,ENTAILMENT,4.9
3177,NEUTRAL,3.1
3178,ENTAILMENT,4.8
3179,CONTRADICTION,4.4
3180,ENTAILMENT,4.2
3183,NEUTRAL,3.3
3184,ENTAILMENT,4.7
3185,ENTAILMENT,4.9
3189,NEUTRAL,3.1
3190,NEUTRAL,1.7
3191,NEUTRAL,3.0
3193,NEUTRAL,3.0
3194,ENTAILMENT,5.0
3195,CONTRADICTION,4.0
3196,ENTAILMENT,4.9
3197,CONTRADICTION,3.9
3198,ENTAILMENT,4.4
3199,CONTRADICTION,3.4
3204,NEUTRAL,3.6
3205,ENTAILMENT,4.9
3206,CONTRADICTION,3.6
3207,ENTAILMENT,4.9
3209,ENTAILMENT,4.6
3210,ENTAILMENT,3.3
3211,ENTAILMENT,4.8
3212,ENTAILMENT,4.8
3215,CONTRADICTION,2.4
3216,NEUTRAL,4.6
3219,NEUTRAL,3.4
3220,ENTAILMENT,4.6
3225,ENTAILMENT,3.4
3226,NEUTRAL,2.1
3229,ENTAILMENT,3.5
3231,CONTRADICTION,3.4
3233,NEUTRAL,4.0
3234,NEUTRAL,2.7
3235,NEUTRAL,3.3
3236,NEUTRAL,2.7
3237,NEUTRAL,3.2
3239,ENTAILMENT,4.6
3240,CONTRADICTION,3.2
3241,ENTAILMENT,4.3
3244,NEUTRAL,1.7
3245,NEUTRAL,4.3
3246,NEUTRAL,3.5
3247,NEUTRAL,4.4
3249,NEUTRAL,3.4
3251,NEUTRAL,4.0
3259,ENTAILMENT,4.8
3263,ENTAILMENT,5.0
3266,NEUTRAL,4.5
3267,CONTRADICTION,3.2
3268,NEUTRAL,4.8
3269,CONTRADICTION,3.2
3270,NEUTRAL,3.8
3276,CONTRADICTION,3.7
3279,ENTAILMENT,3.0
3282,NEUTRAL,3.1
3284,NEUTRAL,3.6
3289,NEUTRAL,3.465
3290,NEUTRAL,1.9
3293,CONTRADICTION,1.6
3295,ENTAILMENT,5.0
3296,NEUTRAL,3.4
3297,NEUTRAL,4.6
3300,ENTAILMENT,3.8
3301,ENTAILMENT,3.0
3302,ENTAILMENT,4.2
3305,ENTAILMENT,4.4
3306,ENTAILMENT,4.4
3307,NEUTRAL,2.9
3308,ENTAILMENT,4.9
3309,CONTRADICTION,3.8
3310,ENTAILMENT,4.5
3312,ENTAILMENT,3.9
3315,ENTAILMENT,4.8
3317,ENTAILMENT,4.7
3318,CONTRADICTION,3.7
3320,ENTAILMENT,4.735
3323,ENTAILMENT,4.4
3326,ENTAILMENT,4.9
3328,ENTAILMENT,4.9
3331,NEUTRAL,2.9
3333,NEUTRAL,1.2
3334,NEUTRAL,1.9
3335,ENTAILMENT,4.5
3337,ENTAILMENT,4.7
3341,NEUTRAL,3.1
3343,NEUTRAL,2.6
3348,ENTAILMENT,4.9
3350,NEUTRAL,4.4
3352,NEUTRAL,3.0
3354,NEUTRAL,4.4
3355,ENTAILMENT,4.6
3360,NEUTRAL,4.0
3365,CONTRADICTION,3.5
3377,CONTRADICTION,3.9
3379,NEUTRAL,1.4
3380,NEUTRAL,1.4
3381,NEUTRAL,1.7
3383,NEUTRAL,1.4
3387,CONTRADICTION,3.5
3388,NEUTRAL,4.6
3390,ENTAILMENT,4.9
3391,CONTRADICTION,4.3
3392,ENTAILMENT,4.9
3393,ENTAILMENT,4.8
3394,CONTRADICTION,3.2
3399,NEUTRAL,4.2
3401,NEUTRAL,3.9
3402,ENTAILMENT,4.7
3403,CONTRADICTION,3.8
3404,ENTAILMENT,5.0
3406,ENTAILMENT,4.4
3408,ENTAILMENT,4.6
3409,NEUTRAL,4.1
3410,ENTAILMENT,4.7
3415,ENTAILMENT,2.7
3417,NEUTRAL,2.5
3419,NEUTRAL,2.4
3421,NEUTRAL,3.4
3423,CONTRADICTION,3.8
3430,NEUTRAL,3.2
3431,NEUTRAL,1.5
3434,CONTRADICTION,3.4
3439,ENTAILMENT,4.2
3441,ENTAILMENT,4.8
3442,NEUTRAL,4.1
3445,CONTRADICTION,3.2
3446,ENTAILMENT,3.3
3447,NEUTRAL,3.7
3449,NEUTRAL,4.4
3450,NEUTRAL,3.6
3455,ENTAILMENT,4.0
3456,CONTRADICTION,3.7
3457,ENTAILMENT,3.7
3458,CONTRADICTION,3.1
3463,NEUTRAL,3.8
3464,ENTAILMENT,4.6
3466,ENTAILMENT,4.5
3469,ENTAILMENT,4.3
3470,NEUTRAL,1.5
3473,NEUTRAL,3.45
3474,NEUTRAL,1.7
3475,NEUTRAL,2.4
3476,NEUTRAL,1.5
3477,NEUTRAL,1.1
3478,NEUTRAL,2.1
3481,CONTRADICTION,3.3
3482,NEUTRAL,3.2
3483,ENTAILMENT,4.8
3489,NEUTRAL,3.8
3490,CONTRADICTION,3.9
3493,ENTAILMENT,5.0
3497,NEUTRAL,3.9
3498,NEUTRAL,3.835
3499,NEUTRAL,2.6
3502,CONTRADICTION,4.4
3506,ENTAILMENT,4.9
3509,CONTRADICTION,2.9
3513,ENTAILMENT,4.9
3515,ENTAILMENT,4.7
3519,NEUTRAL,3.6
3520,NEUTRAL,3.1
3521,NEUTRAL,3.5
3522,ENTAILMENT,4.9
3523,CONTRADICTION,3.615
3524,ENTAILMENT,4.9
3525,CONTRADICTION,3.4
3526,NEUTRAL,3.2
3527,ENTAILMENT,4.6
3531,NEUTRAL,3.0
3532,ENTAILMENT,4.5
3535,ENTAILMENT,2.7
3540,NEUTRAL,3.915
3545,NEUTRAL,3.1
3550,NEUTRAL,2.1
3551,NEUTRAL,2.4
3553,ENTAILMENT,4.6
3555,NEUTRAL,4.6
3557,NEUTRAL,3.1
3558,NEUTRAL,4.1
3559,CONTRADICTION,2.6
3560,NEUTRAL,3.1
3562,CONTRADICTION,4.2
3563,ENTAILMENT,4.4
3564,ENTAILMENT,4.7
3570,NEUTRAL,3.5
3573,NEUTRAL,2.8
3575,ENTAILMENT,4.8
3578,CONTRADICTION,4.0
3581,NEUTRAL,2.4
3583,NEUTRAL,3.035
3585,CONTRADICTION,4.3
3587,NEUTRAL,3.5
3588,NEUTRAL,4.7
3590,ENTAILMENT,4.8
3591,CONTRADICTION,4.5
3593,ENTAILMENT,4.5
3594,NEUTRAL,2.8
3595,ENTAILMENT,4.9
3596,CONTRADICTION,4.1
3597,ENTAILMENT,2.8
3599,ENTAILMENT,3.8
3600,ENTAILMENT,4.1
3601,ENTAILMENT,4.3
3604,ENTAILMENT,5.0
3605,NEUTRAL,3.4
3606,ENTAILMENT,4.9
3608,ENTAILMENT,3.1
3609,NEUTRAL,3.1
3610,NEUTRAL,2.6
3612,ENTAILMENT,2.5
3613,NEUTRAL,2.2
3615,ENTAILMENT,4.9
3616,CONTRADICTION,3.5
3617,ENTAILMENT,4.5
3619,ENTAILMENT,4.3
3621,ENTAILMENT,4.1
3622,CONTRADICTION,3.9
3628,NEUTRAL,3.535
3631,ENTAILMENT,2.6
3632,ENTAILMENT,4.2
3634,ENTAILMENT,4.4
3636,CONTRADICTION,2.1
3637,ENTAILMENT,5.0
3641,NEUTRAL,4.2
3642,NEUTRAL,3.2
3644,ENTAILMENT,4.3
3645,NEUTRAL,3.6
3648,CONTRADICTION,4.0
3652,NEUTRAL,3.285
3654,NEUTRAL,2.9
3655,NEUTRAL,3.5
3656,NEUTRAL,3.3
3659,NEUTRAL,4.8
3660,NEUTRAL,3.8
3662,NEUTRAL,1.8
3663,NEUTRAL,2.4
3664,NEUTRAL,2.6
3665,NEUTRAL,2.3
3667,NEUTRAL,3.1
3671,NEUTRAL,2.3
3674,NEUTRAL,2.7
