pair_ID,entailment_judgment
2513,ENTAILMENT
2516,NEUTRAL
2517,ENTAILMENT
2519,NEUTRAL
2520,CONTRADICTION
2522,NEUTRAL
2523,CONTRADICTION
2524,NEUTRAL
2526,CONTRADICTION
2528,NEUTRAL
2531,NEUTRAL
2532,NEUTRAL
2533,NEUTRAL
2534,ENTAILMENT
2536,NEUTRAL
2537,NEUTRAL
2541,ENTAILMENT
2542,CONTRADICTION
2546,NEUTRAL
2547,CONTRADICTION
2548,ENTAILMENT
2550,ENTAILMENT
2552,ENTAILMENT
2556,NEUTRAL
2558,ENTAILMENT
2559,ENTAILMENT
2560,NEUTRAL
2562,ENTAILMENT
2563,ENTAILMENT
2564,NEUTRAL
2565,NEUTRAL
2567,ENTAILMENT
2568,NEUTRAL
2570,NEUTRAL
2571,NEUTRAL
2573,ENTAILMENT
2575,ENTAILMENT
2576,CONTRADICTION
2580,CONTRADICTION
2581,ENTAILMENT
2584,NEUTRAL
2585,CONTRADICTION
2586,ENTAILMENT
2587,CONTRADICTION
2595,ENTAILMENT
2598,NEUTRAL
2600,NEUTRAL
2603,CONTRADICTION
2605,CONTRADICTION
2607,ENTAILMENT
2609,ENTAILMENT
2610,ENTAILMENT
2611,CONTRADICTION
2612,ENTAILMENT
2613,NEUTRAL
2614,CONTRADICTION
2616,NEUTRAL
2617,NEUTRAL
2618,ENTAILMENT
2620,NEUTRAL
2621,NEUTRAL
2624,ENTAILMENT
2629,ENTAILMENT
2631,ENTAILMENT
2633,NEUTRAL
2635,ENTAILMENT
2639,ENTAILMENT
2641,NEUTRAL
2642,ENTAILMENT
2644,ENTAILMENT
2645,CONTRADICTION
2646,NEUTRAL
2647,CONTRADICTION
2648,NEUTRAL
2649,NEUTRAL
2652,NEUTRAL
2653,NEUTRAL
2658,ENTAILMENT
2659,CONTRADICTION
2661,ENTAILMENT
2663,ENTAILMENT
2665,NEUTRAL
2667,ENTAILMENT
2669,NEUTRAL
2671,ENTAILMENT
2674,NEUTRAL
2676,NEUTRAL
2677,NEUTRAL
2681,NEUTRAL
2683,NEUTRAL
2685,CONTRADICTION
2686,ENTAILMENT
2690,NEUTRAL
2693,NEUTRAL
2694,NEUTRAL
2695,ENTAILMENT
2697,ENTAILMENT
2698,CONTRADICTION
2699,NEUTRAL
2700,ENTAILMENT
2706,ENTAILMENT
2717,NEUTRAL
2719,NEUTRAL
2723,CONTRADICTION
2725,NEUTRAL
2727,NEUTRAL
2729,NEUTRAL
2732,NEUTRAL
2733,ENTAILMENT
2736,CONTRADICTION
2737,NEUTRAL
2740,ENTAILMENT
2742,NEUTRAL
2743,CONTRADICTION
2745,ENTAILMENT
2746,ENTAILMENT
2747,ENTAILMENT
2749,NEUTRAL
2750,NEUTRAL
2753,NEUTRAL
2759,ENTAILMENT
2760,ENTAILMENT
2762,NEUTRAL
2767,ENTAILMENT
2769,ENTAILMENT
2771,NEUTRAL
2773,NEUTRAL
2780,ENTAILMENT
2781,ENTAILMENT
2782,ENTAILMENT
2785,CONTRADICTION
2786,NEUTRAL
2790,CONTRADICTION
2793,NEUTRAL
2794,CONTRADICTION
2796,CONTRADICTION
2798,ENTAILMENT
2801,CONTRADICTION
2804,NEUTRAL
2805,NEUTRAL
2806,NEUTRAL
2808,ENTAILMENT
2810,ENTAILMENT
2814,ENTAILMENT
2816,ENTAILMENT
2819,ENTAILMENT
2820,NEUTRAL
2823,NEUTRAL
2824,NEUTRAL
2825,NEUTRAL
2826,NEUTRAL
2830,CONTRADICTION
2831,ENTAILMENT
2832,CONTRADICTION
2833,ENTAILMENT
2834,CONTRADICTION
2835,ENTAILMENT
2836,ENTAILMENT
2840,ENTAILMENT
2841,NEUTRAL
2843,CONTRADICTION
2846,CONTRADICTION
2847,NEUTRAL
2848,CONTRADICTION
2849,NEUTRAL
2852,CONTRADICTION
2855,CONTRADICTION
2858,NEUTRAL
2859,NEUTRAL
2866,NEUTRAL
2869,ENTAILMENT
2871,ENTAILMENT
2872,NEUTRAL
2873,CONTRADICTION
2876,ENTAILMENT
2877,CONTRADICTION
2878,NEUTRAL
2880,ENTAILMENT
2882,NEUTRAL
2884,CONTRADICTION
2885,NEUTRAL
2887,ENTAILMENT
2888,NEUTRAL
2889,ENTAILMENT
2892,ENTAILMENT
2893,CONTRADICTION
2895,CONTRADICTION
2897,ENTAILMENT
2901,ENTAILMENT
2902,NEUTRAL
2904,NEUTRAL
2906,NEUTRAL
2912,NEUTRAL
2914,NEUTRAL
2921,ENTAILMENT
2922,CONTRADICTION
2923,ENTAILMENT
2925,ENTAILMENT
2928,ENTAILMENT
2929,CONTRADICTION
2931,CONTRADICTION
2934,ENTAILMENT
2940,NEUTRAL
2942,NEUTRAL
2944,NEUTRAL
2946,NEUTRAL
2947,ENTAILMENT
2948,ENTAILMENT
2949,CONTRADICTION
2950,NEUTRAL
2953,NEUTRAL
2954,NEUTRAL
2962,CONTRADICTION
2963,NEUTRAL
2973,NEUTRAL
2975,ENTAILMENT
2978,NEUTRAL
2979,CONTRADICTION
2982,ENTAILMENT
2985,ENTAILMENT
2986,ENTAILMENT
2987,CONTRADICTION
2990,NEUTRAL
2991,NEUTRAL
2993,NEUTRAL
2999,NEUTRAL
3000,NEUTRAL
3001,NEUTRAL
3003,NEUTRAL
3004,ENTAILMENT
3006,NEUTRAL
3008,ENTAILMENT
3009,NEUTRAL
3011,NEUTRAL
3012,NEUTRAL
3013,CONTRADICTION
3017,ENTAILMENT
3020,NEUTRAL
3021,NEUTRAL
3023,NEUTRAL
3025,ENTAILMENT
3026,ENTAILMENT
3028,NEUTRAL
3029,NEUTRAL
3030,NEUTRAL
3032,NEUTRAL
3034,CONTRADICTION
3035,NEUTRAL
3037,ENTAILMENT
3040,CONTRADICTION
3044,NEUTRAL
3045,NEUTRAL
3048,NEUTRAL
3051,ENTAILMENT
3052,CONTRADICTION
3053,ENTAILMENT
3055,ENTAILMENT
3056,CONTRADICTION
3057,ENTAILMENT
3058,CONTRADICTION
3060,ENTAILMENT
3063,ENTAILMENT
3064,CONTRADICTION
3066,ENTAILMENT
3067,NEUTRAL
3070,ENTAILMENT
3074,NEUTRAL
3075,ENTAILMENT
3076,NEUTRAL
3077,ENTAILMENT
3078,ENTAILMENT
3080,ENTAILMENT
3082,ENTAILMENT
3083,CONTRADICTION
3084,ENTAILMENT
3086,NEUTRAL
3087,ENTAILMENT
3088,ENTAILMENT
3089,ENTAILMENT
3090,NEUTRAL
3093,NEUTRAL
3095,NEUTRAL
3096,CONTRADICTION
3099,CONTRADICTION
3101,ENTAILMENT
3103,NEUTRAL
3104,NEUTRAL
3106,NEUTRAL
3108,NEUTRAL
3109,ENTAILMENT
3112,ENTAILMENT
3113,NEUTRAL
3115,ENTAILMENT
3116,CONTRADICTION
3117,NEUTRAL
3118,ENTAILMENT
3119,NEUTRAL
3120,ENTAILMENT
3124,ENTAILMENT
3125,ENTAILMENT
3127,ENTAILMENT
3128,ENTAILMENT
3131,NEUTRAL
3133,NEUTRAL
3135,NEUTRAL
3136,NEUTRAL
3137,CONTRADICTION
3138,NEUTRAL
3139,ENTAILMENT
3141,NEUTRAL
3142,NEUTRAL
3144,NEUTRAL
3145,NEUTRAL
3146,NEUTRAL
3147,NEUTRAL
3148,NEUTRAL
3149,NEUTRAL
3151,NEUTRAL
3152,NEUTRAL
3154,NEUTRAL
3155,ENTAILMENT
3159,CONTRADICTION
3160,NEUTRAL
3163,NEUTRAL
3167,NEUTRAL
3168,NEUTRAL
3169,NEUTRAL
3171,NEUTRAL
3172,CONTRADICTION
3173,ENTAILMENT
3175,ENTAILMENT
3176,ENTAILMENT
3177,ENTAILMENT
3178,ENTAILMENT
3179,CONTRADICTION
3180,ENTAILMENT
3183,ENTAILMENT
3184,ENTAILMENT
3185,ENTAILMENT
3189,NEUTRAL
3190,NEUTRAL
3191,NEUTRAL
3193,NEUTRAL
3194,NEUTRAL
3195,CONTRADICTION
3196,ENTAILMENT
3197,CONTRADICTION
3198,ENTAILMENT
3199,CONTRADICTION
3204,NEUTRAL
3205,ENTAILMENT
3206,CONTRADICTION
3207,ENTAILMENT
3209,NEUTRAL
3210,ENTAILMENT
3211,ENTAILMENT
3212,ENTAILMENT
3215,CONTRADICTION
3216,ENTAILMENT
3219,NEUTRAL
3220,ENTAILMENT
3225,ENTAILMENT
3226,NEUTRAL
3229,NEUTRAL
3231,CONTRADICTION
3233,NEUTRAL
3234,NEUTRAL
3235,NEUTRAL
3236,NEUTRAL
3237,NEUTRAL
3239,ENTAILMENT
3240,CONTRADICTION
3241,ENTAILMENT
3244,NEUTRAL
3245,NEUTRAL
3246,CONTRADICTION
3247,NEUTRAL
3249,ENTAILMENT
3251,NEUTRAL
3259,ENTAILMENT
3263,ENTAILMENT
3266,ENTAILMENT
3267,CONTRADICTION
3268,ENTAILMENT
3269,CONTRADICTION
3270,NEUTRAL
3276,NEUTRAL
3279,NEUTRAL
3282,NEUTRAL
3284,NEUTRAL
3289,NEUTRAL
3290,NEUTRAL
3293,NEUTRAL
3295,ENTAILMENT
3296,NEUTRAL
3297,NEUTRAL
3300,ENTAILMENT
3301,ENTAILMENT
3302,NEUTRAL
3305,ENTAILMENT
3306,NEUTRAL
3307,ENTAILMENT
3308,ENTAILMENT
3309,CONTRADICTION
3310,ENTAILMENT
3312,NEUTRAL
3315,NEUTRAL
3317,NEUTRAL
3318,CONTRADICTION
3320,ENTAILMENT
3323,NEUTRAL
3326,NEUTRAL
3328,ENTAILMENT
3331,NEUTRAL
3333,ENTAILMENT
3334,NEUTRAL
3335,NEUTRAL
3337,NEUTRAL
3341,NEUTRAL
3343,NEUTRAL
3348,CONTRADICTION
3350,CONTRADICTION
3352,NEUTRAL
3354,NEUTRAL
3355,NEUTRAL
3360,NEUTRAL
3365,CONTRADICTION
3377,CONTRADICTION
3379,CONTRADICTION
3380,NEUTRAL
3381,CONTRADICTION
3383,NEUTRAL
3387,CONTRADICTION
3388,ENTAILMENT
3390,ENTAILMENT
3391,CONTRADICTION
3392,NEUTRAL
3393,ENTAILMENT
3394,CONTRADICTION
3399,ENTAILMENT
3401,ENTAILMENT
3402,ENTAILMENT
3403,ENTAILMENT
3404,ENTAILMENT
3406,ENTAILMENT
3408,NEUTRAL
3409,NEUTRAL
3410,NEUTRAL
3415,NEUTRAL
3417,NEUTRAL
3419,NEUTRAL
3421,NEUTRAL
3423,CONTRADICTION
3430,CONTRADICTION
3431,ENTAILMENT
3434,CONTRADICTION
3439,NEUTRAL
3441,ENTAILMENT
3442,NEUTRAL
3445,CONTRADICTION
3446,NEUTRAL
3447,CONTRADICTION
3449,NEUTRAL
3450,NEUTRAL
3455,ENTAILMENT
3456,CONTRADICTION
3457,ENTAILMENT
3458,CONTRADICTION
3463,NEUTRAL
3464,ENTAILMENT
3466,ENTAILMENT
3469,ENTAILMENT
3470,ENTAILMENT
3473,NEUTRAL
3474,ENTAILMENT
3475,CONTRADICTION
3476,NEUTRAL
3477,ENTAILMENT
3478,ENTAILMENT
3481,CONTRADICTION
3482,ENTAILMENT
3483,NEUTRAL
3489,NEUTRAL
3490,NEUTRAL
3493,ENTAILMENT
3497,NEUTRAL
3498,ENTAILMENT
3499,NEUTRAL
3502,CONTRADICTION
3506,ENTAILMENT
3509,NEUTRAL
3513,NEUTRAL
3515,NEUTRAL
3519,NEUTRAL
3520,CONTRADICTION
3521,NEUTRAL
3522,ENTAILMENT
3523,CONTRADICTION
3524,ENTAILMENT
3525,CONTRADICTION
3526,NEUTRAL
3527,NEUTRAL
3531,NEUTRAL
3532,NEUTRAL
3535,ENTAILMENT
3540,NEUTRAL
3545,ENTAILMENT
3550,ENTAILMENT
3551,ENTAILMENT
3553,ENTAILMENT
3555,NEUTRAL
3557,NEUTRAL
3558,NEUTRAL
3559,NEUTRAL
3560,ENTAILMENT
3562,CONTRADICTION
3563,NEUTRAL
3564,NEUTRAL
3570,CONTRADICTION
3573,ENTAILMENT
3575,ENTAILMENT
3578,CONTRADICTION
3581,ENTAILMENT
3583,ENTAILMENT
3585,CONTRADICTION
3587,ENTAILMENT
3588,ENTAILMENT
3590,ENTAILMENT
3591,CONTRADICTION
3593,NEUTRAL
3594,ENTAILMENT
3595,ENTAILMENT
3596,CONTRADICTION
3597,ENTAILMENT
3599,CONTRADICTION
3600,NEUTRAL
3601,ENTAILMENT
3604,ENTAILMENT
3605,NEUTRAL
3606,ENTAILMENT
3608,ENTAILMENT
3609,NEUTRAL
3610,CONTRADICTION
3612,ENTAILMENT
3613,NEUTRAL
3615,ENTAILMENT
3616,ENTAILMENT
3617,ENTAILMENT
3619,ENTAILMENT
3621,ENTAILMENT
3622,ENTAILMENT
3628,NEUTRAL
3631,ENTAILMENT
3632,NEUTRAL
3634,NEUTRAL
3636,CONTRADICTION
3637,ENTAILMENT
3641,NEUTRAL
3642,NEUTRAL
3644,ENTAILMENT
3645,NEUTRAL
3648,CONTRADICTION
3652,NEUTRAL
3654,ENTAILMENT
3655,NEUTRAL
3656,NEUTRAL
3659,NEUTRAL
3660,ENTAILMENT
3662,NEUTRAL
3663,ENTAILMENT
3664,CONTRADICTION
3665,NEUTRAL
3667,ENTAILMENT
3671,NEUTRAL
3674,NEUTRAL
3675,NEUTRAL
3676,NEUTRAL
3677,NEUTRAL
3678,NEUTRAL
3679,NEUTRAL
3681,CONTRADICTION
3683,NEUTRAL
3688,ENTAILMENT
3698,ENTAILMENT
3700,ENTAILMENT
3704,ENTAILMENT
3706,ENTAILMENT
3714,NEUTRAL
3715,NEUTRAL
3716,ENTAILMENT
3717,CONTRADICTION
3722,CONTRADICTION
3723,NEUTRAL
3724,NEUTRAL
3726,NEUTRAL
3729,ENTAILMENT
3730,NEUTRAL
3731,NEUTRAL
3732,NEUTRAL
3734,NEUTRAL
3735,ENTAILMENT
3738,NEUTRAL
3741,ENTAILMENT
3744,CONTRADICTION
3745,ENTAILMENT
3749,NEUTRAL
3754,ENTAILMENT
3757,CONTRADICTION
3760,CONTRADICTION
3763,ENTAILMENT
3764,NEUTRAL
3768,NEUTRAL
3769,ENTAILMENT
3771,CONTRADICTION
3772,ENTAILMENT
3773,CONTRADICTION
3775,NEUTRAL
3778,NEUTRAL
3782,NEUTRAL
3786,ENTAILMENT
3787,NEUTRAL
3791,NEUTRAL
3792,ENTAILMENT
3793,CONTRADICTION
3794,NEUTRAL
3796,NEUTRAL
3798,NEUTRAL
3802,CONTRADICTION
3806,NEUTRAL
3808,NEUTRAL
3810,NEUTRAL
3811,NEUTRAL
3813,CONTRADICTION
3815,ENTAILMENT
3816,CONTRADICTION
3817,ENTAILMENT
3818,NEUTRAL
3819,ENTAILMENT
3822,NEUTRAL
3824,NEUTRAL
3829,NEUTRAL
3830,NEUTRAL
3832,ENTAILMENT
3833,CONTRADICTION
3835,CONTRADICTION
3837,NEUTRAL
3841,CONTRADICTION
3842,NEUTRAL
3843,NEUTRAL
3848,ENTAILMENT
3849,CONTRADICTION
3850,NEUTRAL
3851,NEUTRAL
3854,ENTAILMENT
3858,NEUTRAL
3859,NEUTRAL
3863,NEUTRAL
3865,NEUTRAL
3867,NEUTRAL
3875,ENTAILMENT
3876,NEUTRAL
3877,NEUTRAL
3878,NEUTRAL
3879,CONTRADICTION
3881,CONTRADICTION
3888,ENTAILMENT
3889,ENTAILMENT
3890,ENTAILMENT
3891,NEUTRAL
3894,ENTAILMENT
3896,ENTAILMENT
3900,NEUTRAL
3902,NEUTRAL
3906,NEUTRAL
3907,NEUTRAL
3911,NEUTRAL
3913,CONTRADICTION
3916,NEUTRAL
3918,NEUTRAL
3919,CONTRADICTION
3923,ENTAILMENT
3925,NEUTRAL
3926,NEUTRAL
3927,NEUTRAL
3928,ENTAILMENT
3931,NEUTRAL
3932,NEUTRAL
3933,NEUTRAL
3937,NEUTRAL
3944,CONTRADICTION
3945,NEUTRAL
3946,CONTRADICTION
3950,CONTRADICTION
3952,ENTAILMENT
3953,ENTAILMENT
3954,NEUTRAL
3959,ENTAILMENT
3960,NEUTRAL
3962,NEUTRAL
3963,NEUTRAL
3964,ENTAILMENT
3965,NEUTRAL
3966,CONTRADICTION
3967,ENTAILMENT
3968,NEUTRAL
3969,NEUTRAL
3971,NEUTRAL
3974,ENTAILMENT
3975,ENTAILMENT
3977,NEUTRAL
3978,NEUTRAL
3979,CONTRADICTION
3981,ENTAILMENT
3983,ENTAILMENT
3988,NEUTRAL
3991,CONTRADICTION
3997,NEUTRAL
4000,ENTAILMENT
4003,NEUTRAL
4005,CONTRADICTION
4008,NEUTRAL
4009,NEUTRAL
4010,NEUTRAL
4016,NEUTRAL
4018,ENTAILMENT
4019,ENTAILMENT
4022,CONTRADICTION
4023,NEUTRAL
4024,NEUTRAL
4025,ENTAILMENT
4026,ENTAILMENT
4027,NEUTRAL
4029,ENTAILMENT
4030,NEUTRAL
4032,NEUTRAL
4035,NEUTRAL
4039,NEUTRAL
4042,NEUTRAL
4044,ENTAILMENT
4048,CONTRADICTION
4051,NEUTRAL
4052,NEUTRAL
4053,NEUTRAL
4055,CONTRADICTION
4057,CONTRADICTION
4059,CONTRADICTION
4064,NEUTRAL
4070,NEUTRAL
4073,NEUTRAL
4075,NEUTRAL
4077,CONTRADICTION
4078,NEUTRAL
4080,CONTRADICTION
4081,NEUTRAL
4082,ENTAILMENT
4089,ENTAILMENT
4091,ENTAILMENT
4092,ENTAILMENT
4093,NEUTRAL
4095,CONTRADICTION
4096,NEUTRAL
4097,ENTAILMENT
4098,ENTAILMENT
4099,ENTAILMENT
4101,CONTRADICTION
4103,CONTRADICTION
4104,ENTAILMENT
4106,ENTAILMENT
4107,ENTAILMENT
4110,CONTRADICTION
4111,ENTAILMENT
4116,ENTAILMENT
4121,NEUTRAL
4122,CONTRADICTION
4124,ENTAILMENT
4128,CONTRADICTION
4129,ENTAILMENT
4130,NEUTRAL
4131,ENTAILMENT
4138,NEUTRAL
4139,CONTRADICTION
4143,CONTRADICTION
4144,NEUTRAL
4150,NEUTRAL
4151,NEUTRAL
4153,NEUTRAL
4158,ENTAILMENT
4159,CONTRADICTION
4160,ENTAILMENT
4161,CONTRADICTION
4166,NEUTRAL
4167,NEUTRAL
4169,NEUTRAL
4170,NEUTRAL
4171,NEUTRAL
4172,ENTAILMENT
4175,CONTRADICTION
4177,CONTRADICTION
4180,ENTAILMENT
4182,CONTRADICTION
4184,CONTRADICTION
4186,NEUTRAL
4188,NEUTRAL
4189,NEUTRAL
4190,CONTRADICTION
4192,NEUTRAL
4198,NEUTRAL
4200,ENTAILMENT
4201,NEUTRAL
4203,NEUTRAL
4204,CONTRADICTION
4206,NEUTRAL
4208,CONTRADICTION
4210,NEUTRAL
4211,CONTRADICTION
4215,ENTAILMENT
4217,CONTRADICTION
4218,ENTAILMENT
4222,ENTAILMENT
4224,NEUTRAL
4225,NEUTRAL
4226,NEUTRAL
4227,NEUTRAL
4229,NEUTRAL
4230,ENTAILMENT
4233,NEUTRAL
4234,ENTAILMENT
4237,ENTAILMENT
4240,CONTRADICTION
4241,ENTAILMENT
4243,ENTAILMENT
4245,NEUTRAL
4249,CONTRADICTION
4250,ENTAILMENT
4255,NEUTRAL
4256,NEUTRAL
4258,NEUTRAL
4261,NEUTRAL
4262,ENTAILMENT
4263,NEUTRAL
4264,NEUTRAL
4268,ENTAILMENT
4270,ENTAILMENT
4271,CONTRADICTION
4273,CONTRADICTION
4276,CONTRADICTION
4278,ENTAILMENT
4281,NEUTRAL
4285,CONTRADICTION
4286,ENTAILMENT
4292,NEUTRAL
4293,ENTAILMENT
4294,ENTAILMENT
4296,CONTRADICTION
4297,ENTAILMENT
4298,CONTRADICTION
4300,ENTAILMENT
4302,NEUTRAL
4303,CONTRADICTION
4309,NEUTRAL
4310,NEUTRAL
4311,ENTAILMENT
4313,ENTAILMENT
4314,NEUTRAL
4317,NEUTRAL
4319,NEUTRAL
4324,NEUTRAL
4326,ENTAILMENT
4327,ENTAILMENT
4331,NEUTRAL
4332,ENTAILMENT
4333,ENTAILMENT
4334,NEUTRAL
4337,NEUTRAL
4343,CONTRADICTION
4345,CONTRADICTION
4352,CONTRADICTION
4353,ENTAILMENT
4355,ENTAILMENT
4356,ENTAILMENT
4358,CONTRADICTION
4362,NEUTRAL
4366,NEUTRAL
4367,NEUTRAL
4368,CONTRADICTION
4372,CONTRADICTION
4373,NEUTRAL
4374,CONTRADICTION
4375,NEUTRAL
4380,ENTAILMENT
4383,CONTRADICTION
4384,ENTAILMENT
4389,ENTAILMENT
4391,ENTAILMENT
4397,ENTAILMENT
4399,CONTRADICTION
4400,ENTAILMENT
4402,ENTAILMENT
4403,CONTRADICTION
4404,ENTAILMENT
4405,CONTRADICTION
4406,ENTAILMENT
4409,ENTAILMENT
4413,NEUTRAL
4415,NEUTRAL
4416,ENTAILMENT
4419,ENTAILMENT
4420,NEUTRAL
4421,NEUTRAL
4422,NEUTRAL
4423,NEUTRAL
4424,NEUTRAL
4425,ENTAILMENT
4427,NEUTRAL
4428,ENTAILMENT
4430,NEUTRAL
4433,NEUTRAL
4434,ENTAILMENT
4435,CONTRADICTION
4436,ENTAILMENT
4437,CONTRADICTION
4438,NEUTRAL
4441,NEUTRAL
4444,CONTRADICTION
4448,CONTRADICTION
4449,NEUTRAL
4450,CONTRADICTION
4451,NEUTRAL
4452,NEUTRAL
4453,CONTRADICTION
4455,CONTRADICTION
4456,ENTAILMENT
4459,CONTRADICTION
4460,NEUTRAL
4461,ENTAILMENT
4462,CONTRADICTION
4463,ENTAILMENT
4465,NEUTRAL
4466,NEUTRAL
4467,ENTAILMENT
4470,NEUTRAL
4474,ENTAILMENT
4475,ENTAILMENT
4476,ENTAILMENT
4478,NEUTRAL
4479,ENTAILMENT
4480,CONTRADICTION
4482,CONTRADICTION
4483,NEUTRAL
4484,NEUTRAL
4485,NEUTRAL
4488,ENTAILMENT
4489,CONTRADICTION
4491,NEUTRAL
4493,NEUTRAL
4494,ENTAILMENT
4495,CONTRADICTION
4496,ENTAILMENT
4499,ENTAILMENT
4500,CONTRADICTION
4502,ENTAILMENT
4504,NEUTRAL
4506,CONTRADICTION
4508,ENTAILMENT
4510,NEUTRAL
4512,NEUTRAL
4518,CONTRADICTION
4521,ENTAILMENT
4527,CONTRADICTION
4528,ENTAILMENT
4530,NEUTRAL
4531,CONTRADICTION
4532,NEUTRAL
4533,CONTRADICTION
4535,NEUTRAL
4536,CONTRADICTION
4537,ENTAILMENT
4538,CONTRADICTION
4539,ENTAILMENT
4542,CONTRADICTION
4543,ENTAILMENT
4547,CONTRADICTION
4548,ENTAILMENT
4550,ENTAILMENT
4552,NEUTRAL
4554,NEUTRAL
4555,NEUTRAL
4557,NEUTRAL
4560,NEUTRAL
4561,NEUTRAL
4563,CONTRADICTION
4566,NEUTRAL
4568,NEUTRAL
4571,NEUTRAL
4572,CONTRADICTION
4575,NEUTRAL
4576,NEUTRAL
4577,ENTAILMENT
4578,CONTRADICTION
4582,ENTAILMENT
4584,ENTAILMENT
4586,ENTAILMENT
4587,CONTRADICTION
4589,ENTAILMENT
4591,ENTAILMENT
4592,CONTRADICTION
4593,NEUTRAL
4594,NEUTRAL
4598,ENTAILMENT
4599,CONTRADICTION
4600,NEUTRAL
4602,NEUTRAL
4603,CONTRADICTION
4604,NEUTRAL
4607,ENTAILMENT
4608,CONTRADICTION
4609,ENTAILMENT
4613,ENTAILMENT
4618,NEUTRAL
4620,ENTAILMENT
4621,NEUTRAL
4622,NEUTRAL
4623,NEUTRAL
4624,NEUTRAL
4625,ENTAILMENT
4627,ENTAILMENT
4628,CONTRADICTION
4629,NEUTRAL
4631,NEUTRAL
4639,CONTRADICTION
4640,ENTAILMENT
4641,CONTRADICTION
4642,ENTAILMENT
4645,NEUTRAL
4647,ENTAILMENT
4649,ENTAILMENT
4654,ENTAILMENT
4655,CONTRADICTION
4657,NEUTRAL
4658,ENTAILMENT
4667,ENTAILMENT
4670,CONTRADICTION
4672,NEUTRAL
4675,NEUTRAL
4676,CONTRADICTION
4677,NEUTRAL
4678,NEUTRAL
4682,CONTRADICTION
4684,CONTRADICTION
4690,ENTAILMENT
4691,NEUTRAL
4692,ENTAILMENT
4693,NEUTRAL
4694,NEUTRAL
4695,NEUTRAL
4698,NEUTRAL
4703,NEUTRAL
4704,NEUTRAL
4705,ENTAILMENT
4706,CONTRADICTION
4708,NEUTRAL
4709,CONTRADICTION
4714,NEUTRAL
4715,CONTRADICTION
4719,NEUTRAL
4721,CONTRADICTION
4722,NEUTRAL
4723,CONTRADICTION
4726,NEUTRAL
4727,NEUTRAL
4730,ENTAILMENT
4732,NEUTRAL
4733,CONTRADICTION
4736,NEUTRAL
4737,NEUTRAL
4738,CONTRADICTION
4739,NEUTRAL
4741,ENTAILMENT
4744,ENTAILMENT
4747,ENTAILMENT
4748,NEUTRAL
4749,CONTRADICTION
4750,ENTAILMENT
4751,NEUTRAL
4754,NEUTRAL
4757,NEUTRAL
4758,NEUTRAL
4765,NEUTRAL
4768,ENTAILMENT
4770,NEUTRAL
4772,NEUTRAL
4773,NEUTRAL
4775,ENTAILMENT
4778,NEUTRAL
4779,NEUTRAL
4781,NEUTRAL
4783,NEUTRAL
4784,NEUTRAL
4785,NEUTRAL
4786,NEUTRAL
4787,CONTRADICTION
4789,CONTRADICTION
4791,NEUTRAL
4792,ENTAILMENT
4801,ENTAILMENT
4804,NEUTRAL
4809,NEUTRAL
4818,CONTRADICTION
4827,CONTRADICTION
4828,ENTAILMENT
4829,CONTRADICTION
4830,ENTAILMENT
4833,ENTAILMENT
4834,CONTRADICTION
4835,ENTAILMENT
4837,NEUTRAL
4838,NEUTRAL
4840,CONTRADICTION
4841,NEUTRAL
4846,NEUTRAL
4850,NEUTRAL
4854,CONTRADICTION
4856,CONTRADICTION
4861,ENTAILMENT
4862,NEUTRAL
4864,ENTAILMENT
4865,CONTRADICTION
4868,NEUTRAL
4870,CONTRADICTION
4871,ENTAILMENT
4873,ENTAILMENT
4875,ENTAILMENT
4876,CONTRADICTION
4878,ENTAILMENT
4884,NEUTRAL
4887,ENTAILMENT
4889,ENTAILMENT
4890,NEUTRAL
4892,ENTAILMENT
4893,ENTAILMENT
4894,CONTRADICTION
4895,ENTAILMENT
4896,NEUTRAL
4897,CONTRADICTION
4899,CONTRADICTION
4902,NEUTRAL
4904,NEUTRAL
4906,CONTRADICTION
4907,ENTAILMENT
4908,CONTRADICTION
4909,NEUTRAL
4910,NEUTRAL
4914,ENTAILMENT
4917,CONTRADICTION
4923,NEUTRAL
4924,CONTRADICTION
4925,ENTAILMENT
4927,NEUTRAL
4930,NEUTRAL
4931,NEUTRAL
4935,NEUTRAL
4936,CONTRADICTION
4939,NEUTRAL
4943,ENTAILMENT
4945,NEUTRAL
4952,NEUTRAL
4955,NEUTRAL
4956,CONTRADICTION
4958,NEUTRAL
4962,NEUTRAL
4969,NEUTRAL
4972,ENTAILMENT
4973,CONTRADICTION
4976,ENTAILMENT
4979,CONTRADICTION
4980,ENTAILMENT
4984,NEUTRAL
4986,NEUTRAL
4987,NEUTRAL
4988,NEUTRAL
4993,CONTRADICTION
4994,NEUTRAL
4995,NEUTRAL
4999,NEUTRAL
5001,ENTAILMENT
5004,ENTAILMENT
5006,ENTAILMENT
5008,NEUTRAL
5009,CONTRADICTION
5013,NEUTRAL
5016,NEUTRAL
5019,NEUTRAL
5020,ENTAILMENT
5021,CONTRADICTION
5028,CONTRADICTION
5029,CONTRADICTION
5034,CONTRADICTION
5035,NEUTRAL
5036,CONTRADICTION
5038,ENTAILMENT
5041,ENTAILMENT
5042,CONTRADICTION
5043,NEUTRAL
5044,NEUTRAL
5054,NEUTRAL
5055,CONTRADICTION
5057,ENTAILMENT
5059,NEUTRAL
5061,NEUTRAL
5062,CONTRADICTION
5063,ENTAILMENT
